K688465,0.14
K618821,0.52
K517990,0.2
K650218,0.18
K573337,0.2
K939159,0.53
K662189,0.25
K608686,0.54
K524468,0.25
K644051,0.15
K856737,0.26
K546575,0.17
K984464,0.09
K776034,0.21
K663765,0.17
K848337,0.3
K921077,0.27
K972618,0.24
K594517,0.35
K808518,0.14
K544136,0.19
K687788,0.16
K871344,0.36
K669598,0.62
K755360,0.13
K949342,0.16
K976992,0.19
K637949,0.19
K518995,0.17
K726877,0.6
K960270,0.43
K640917,0.27
K513072,0.09
K502427,0.13
K598923,0.17
K935230,0.35
K844627,0.23
K722310,0.66
K621204,0.16
K519636,0.1
K512650,0.07
K528735,0.17
K936595,0.29
K760157,0.28
K913520,0.27
K973737,0.37
K601120,0.47
K585097,0.22
K804102,0.21
K991376,0.24
K656320,0.25
K626435,0.21
K662122,0.49
K647819,0.16
K952181,0.17
K768115,0.17
K617950,0.17
K967465,0.19
K511776,0.27
K992718,0.56
K982915,0.12
K796444,0.21
K523610,0.14
K901596,0.24
K972682,0.13
K777234,0.19
K813890,0.32
K870464,0.17
K610806,0.27
K819293,0.25
K543895,0.07
K898745,0.13
K864139,0.5
K599416,0.17
K994750,0.19
K930746,0.15
K710171,0.2
K845754,0.14
K967305,0.23
K643845,0.25
K932627,0.19
K979445,0.47
K728236,0.46
K808239,0.21
K501879,0.15
K926895,0.12
K542969,0.13
K564321,0.12
K901910,0.12
K908190,0.19
K746181,0.29
K567858,0.21
K656264,0.3
K757252,0.51
K705885,0.22
K876878,0.39
K591956,0.19
K623325,0.17
K651257,0.15
K725017,0.1
K759401,0.22
K605579,0.17
K645478,0.33
K695855,0.16
K739017,0.21
K531266,0.21
K734826,0.12
K818398,0.12
K539458,0.59
K883015,0.19
K600387,0.27
K931922,0.21
K860268,0.25
K591685,0.16
K958581,0.3
K858260,0.3
K718111,0.27
K943104,0.15
K704648,0.13
K523722,0.32
K563485,0.21
K843194,0.12
K618673,0.13
K936399,0.3
K645649,0.12
K943424,0.12
K955596,0.12
K585307,0.2
K869468,0.24
K982970,0.36
K586845,0.24
K567108,0.08
K624848,0.18
K728058,0.31
K679871,0.23
K606890,0.37
K971949,0.21
K930969,0.18
K610802,0.61
K549353,0.26
K546650,0.24
K715365,0.15
K994503,0.17
K676785,0.55
K836427,0.08
K621061,0.55
K601568,0.19
K508949,0.19
K990819,0.12
K688605,0.14
K778312,0.11
K522355,0.21
K691093,0.13
K897580,0.15
K623621,0.11
K559649,0.24
K920771,0.14
K572234,0.12
K885891,0.2
K505001,0.25
K822326,0.45
K938343,0.22
K775249,0.36
K996316,0.24
K714781,0.32
K557159,0.19
K509204,0.31
K503350,0.19
K767242,0.31
K652827,0.26
K691483,0.58
K935259,0.19
K852248,0.57
K647041,0.39
K967634,0.19
K652033,0.34
K519147,0.19
K668690,0.14
K787255,0.59
K595493,0.24
K817499,0.65
K813066,0.14
K553647,0.21
K569342,0.22
K622477,0.12
K643255,0.08
K757598,0.13
K854725,0.18
K989364,0.45
K762052,0.16
K997967,0.22
K767521,0.17
K556948,0.17
K568814,0.23
K811353,0.25
K648248,0.16
K855187,0.23
K784749,0.55
K798139,0.25
K793954,0.09
K779267,0.52
K502411,0.58
K800259,0.4
K630264,0.3
K827994,0.54
K839449,0.19
K834586,0.2
K939793,0.17
K871238,0.2
K759608,0.37
K868913,0.16
K553379,0.18
K521464,0.25
K852146,0.46
K770979,0.12
K604238,0.12
K923984,0.31
K846214,0.23
K721909,0.24
K629007,0.19
K787575,0.59
K871630,0.42
K775750,0.2
K540860,0.39
K722922,0.19
K641285,0.15
K962930,0.16
K938744,0.12
K951154,0.17
K887865,0.21
K768039,0.2
K596883,0.16
K596179,0.15
K832650,0.2
K524802,0.24
K968321,0.25
K861951,0.21
K758568,0.28
K950802,0.17
K849268,0.22
K533898,0.1
K963371,0.12
K793538,0.21
K722593,0.25
K518280,0.37
K540617,0.6
K751757,0.17
K543278,0.2
K815718,0.19
K562792,0.2
K687240,0.31
K710144,0.54
K983300,0.64
K830974,0.22
K980200,0.24
K649119,0.06
K863933,0.17
K790731,0.46
K794658,0.24
K662151,0.53
K613717,0.24
K714262,0.45
K588653,0.3
K690971,0.15
K572787,0.15
K598829,0.2
K713837,0.13
K527095,0.18
K821099,0.61
K555415,0.1
K881809,0.46
K595326,0.41
K770205,0.14
K567039,0.41
K914520,0.21
K560743,0.13
K788676,0.09
K646695,0.22
K723421,0.3
K581149,0.19
K687525,0.62
K513591,0.25
K610454,0.2
K918063,0.13
K521029,0.26
K579294,0.2
K572606,0.12
K510023,0.23
K917159,0.17
K949032,0.2
K857436,0.17
K981942,0.39
K748643,0.17
K944091,0.11
K765339,0.19
K764171,0.63
K685617,0.18
K561257,0.2
K528195,0.11
K939228,0.3
K598565,0.34
K660156,0.18
K552858,0.23
K619642,0.63
K540001,0.17
K923026,0.2
K973150,0.23
K584919,0.24
K576994,0.16
K656308,0.44
K745835,0.2
K584342,0.15
K743821,0.27
K592757,0.19
K834275,0.08
K562148,0.41
K755386,0.16
K592628,0.13
K753381,0.58
K580586,0.61
K519062,0.47
K835505,0.1
K529647,0.2
K513570,0.34
K805433,0.21
K922447,0.2
K780998,0.39
K571083,0.21
K692221,0.185
K600473,0.26
K648642,0.61
K577507,0.43
K909148,0.25
K908247,0.51
K560302,0.14
K638294,0.22
K525408,0.14
K569333,0.32
K591688,0.23
K788691,0.22
K663118,0.09
K925362,0.42
K513720,0.21
K943792,0.16
K669907,0.18
K785528,0.19
K915968,0.27
K774462,0.28
K920721,0.13
K958916,0.21
K876814,0.4
K680315,0.23
K818523,0.2
K684169,0.21
K752178,0.2
K820484,0.11
K742310,0.54
K800682,0.24
K599711,0.21
K525832,0.14
K739477,0.23
K904715,0.13
K644796,0.56
K932107,0.2
K911392,0.12
K851544,0.25
K799660,0.15
K954796,0.21
K844624,0.13
K633358,0.1
K992171,0.24
K938994,0.16
K949451,0.13
K642423,0.46
K853557,0.56
K534393,0.21
K756116,0.22
K817893,0.19
K848552,0.23
K885199,0.23
K911798,0.1
K703280,0.24
K678385,0.23
K814131,0.16
K568744,0.35
K971212,0.22
K553223,0.29
K704065,0.12
K873557,0.18
K712991,0.1
K675657,0.33
K940687,0.19
K554120,0.32
K633716,0.2
K518979,0.14
K796883,0.13
K920879,0.14
K769123,0.33
K581882,0.36
K615912,0.17
K712964,0.09
K780646,0.26
K880249,0.29
K973946,0.33
K903743,0.19
K944460,0.2
K680671,0.21
K785735,0.24
K791216,0.2
K659950,0.13
K901874,0.13
K961455,0.17
K798670,0.21
K656186,0.12
K964330,0.55
K634986,0.21
K960273,0.24
K530780,0.2
K755942,0.06
K769465,0.12
K871681,0.3
K871808,0.13
K995362,0.09
K876565,0.08
K769922,0.22
K769396,0.35
K500831,0.12
K867875,0.09
K563637,0.18
K689011,0.18
K798567,0.6
K535695,0.17
K718694,0.15
K740367,0.28
K902234,0.2
K973579,0.13
K787278,0.2
K773256,0.29
K640679,0.3
K943836,0.18
K836910,0.35
K643508,0.11
K901081,0.11
K569887,0.27
K890255,0.14
K745495,0.21
K690486,0.51
K827671,0.26
K760967,0.22
K814474,0.22
K920627,0.46
K733821,0.19
K667368,0.17
K761140,0.56
K824914,0.16
K541771,0.38
K854319,0.21
K734151,0.57
K647080,0.27
K525641,0.16
K563143,0.22
K598644,0.12
K804583,0.44
K886430,0.14
K997155,0.46
K625788,0.17
K592916,0.18
K784198,0.19
K799686,0.1
K775675,0.28
K878453,0.15
K843976,0.28
K816213,0.27
K765007,0.21
K634697,0.27
K909940,0.16
K685703,0.18
K662365,0.21
K523540,0.16
K648784,0.19
K914990,0.2
K732644,0.21
K998294,0.24
K941936,0.21
K674869,0.17
K952256,0.21
K624702,0.19
K744174,0.14
K873132,0.21
K864047,0.23
K566651,0.07
K737306,0.25
K880959,0.44
K735931,0.17
K928319,0.49
K931360,0.16
K757163,0.06
K893423,0.25
K761153,0.05
K596068,0.26
K600750,0.5
K678135,0.32
K754669,0.64
K989362,0.26
K869764,0.28
K818930,0.17
K962418,0.48
K922814,0.22
K508106,0.64
K504622,0.58
K643277,0.56
K607861,0.24
K734993,0.23
K712858,0.2
K932872,0.25
K897473,0.65
K823870,0.24
K858762,0.22
K672507,0.17
K522864,0.12
K992574,0.08
K661083,0.09
K776220,0.1
K875363,0.28
K563177,0.2
K668161,0.18
K532379,0.19
K646382,0.53
K626895,0.11
K811434,0.31
K808246,0.18
K537135,0.17
K502949,0.28
K892620,0.66
K851330,0.09
K952806,0.48
K669263,0.11
K983307,0.2
K988928,0.28
K973480,0.17
K651368,0.22
K840636,0.19
K583855,0.08
K726300,0.17
K724545,0.1
K503578,0.3
K540637,0.18
K564094,0.09
K667878,0.49
K775177,0.23
K791557,0.23
K730613,0.25
K539016,0.21
K510460,0.28
K783745,0.61
K736518,0.28
K905924,0.1
K929657,0.19
K817130,0.2
K639015,0.23
K992047,0.31
K718265,0.23
K716445,0.24
K808455,0.24
K533414,0.4
K929522,0.15
K818783,0.3
K852270,0.22
K523241,0.13
K820740,0.5
K655603,0.18
K759657,0.2
K702169,0.17
K728838,0.19
K911699,0.38
K792183,0.56
K566585,0.17
K869881,0.2
K951518,0.3
K851266,0.23
K756895,0.31
K992955,0.54
K806907,0.25
K901740,0.19
K619062,0.55
K667415,0.15
K652671,0.21
K599211,0.44
K744701,0.11
K781267,0.27
K513346,0.09
K786188,0.3
K799596,0.13
K861912,0.13
K645946,0.13
K900163,0.16
K551473,0.45
K816700,0.23
K617021,0.21
K546693,0.22
K514237,0.24
K817299,0.09
K964837,0.24
K964792,0.18
K952979,0.22
K910241,0.3
K750363,0.08
K598640,0.24
K932150,0.11
K770170,0.13
K828892,0.23
K937890,0.27
K911450,0.11
K964409,0.21
K757959,0.25
K533799,0.21
K703647,0.18
K937588,0.33
K855049,0.3
K803111,0.11
K648682,0.21
K674012,0.37
K775112,0.17
K694917,0.2
K697339,0.18
K820134,0.16
K980762,0.07
K771421,0.23
K509365,0.16
K956244,0.65
K536022,0.22
K925535,0.14
K662328,0.29
K911236,0.44
K515040,0.21
K528757,0.12
K695548,0.19
K860565,0.57
K536210,0.32
K735057,0.2
K655599,0.26
K942197,0.33
K742103,0.16
K768979,0.22
K661099,0.22
K869450,0.22
K876687,0.16
K612342,0.13
K932902,0.55
K812965,0.2
K974223,0.17
K926722,0.12
K928632,0.2
K515665,0.09
K953566,0.16
K731815,0.36
K830649,0.19
K927405,0.08
K524421,0.26
K530642,0.21
K582150,0.09
K868263,0.09
K728098,0.39
K597988,0.16
K643771,0.25
K743619,0.51
K503690,0.23
K676706,0.15
K923282,0.19
K989868,0.15
K533080,0.24
K502266,0.22
K618619,0.22
K954096,0.11
K646984,0.23
K789352,0.14
K759585,0.11
K918978,0.09
K722790,0.2
K767227,0.53
K850175,0.21
K522505,0.18
K904953,0.28
K716038,0.19
K724786,0.07
K815295,0.11
K769062,0.23
K526535,0.18
K962967,0.13
K768869,0.63
K910413,0.15
K745364,0.3
K977528,0.2
K633824,0.22
K534441,0.18
K819818,0.12
K925703,0.22
K980869,0.06
K719274,0.22
K978219,0.55
K648770,0.15
K609989,0.16
K874759,0.11
K916676,0.35
K694226,0.61
K743551,0.25
K573724,0.15
K737396,0.3
K778971,0.08
K906475,0.1
K924417,0.09
K846562,0.51
K595506,0.17
K531597,0.235
K542081,0.49
K705533,0.19
K834020,0.5
K745035,0.12
K613224,0.69
K948335,0.27
K561499,0.11
K977416,0.22
K891626,0.16
K635366,0.23
K915767,0.3
K664787,0.21
K788186,0.56
K681193,0.36
K864918,0.16
K750554,0.28
K537626,0.43
K721520,0.15
K813526,0.29
K995947,0.16
K975022,0.21
K830692,0.2
K787431,0.15
K969994,0.29
K930412,0.32
K961199,0.35
K839559,0.21
K619077,0.14
K685016,0.18
K854630,0.16
K847855,0.2
K828409,0.5
K626736,0.17
K866742,0.28
K697878,0.25
K756645,0.43
K557121,0.12
K911753,0.12
K904584,0.13
K893656,0.22
K872604,0.19
K684965,0.36
K942847,0.19
K512449,0.16
K900514,0.15
K532683,0.56
K626543,0.44
K503939,0.23
K646917,0.54
K982680,0.59
K566467,0.33
K763292,0.57
K559087,0.14
K513761,0.22
K814285,0.17
K980659,0.13
K817755,0.46
K634875,0.05
K926513,0.16
K628969,0.16
K693827,0.33
K945380,0.19
K737172,0.26
K650610,0.52
K740736,0.17
K908994,0.22
K597065,0.16
K562262,0.18
K814728,0.23
K972806,0.24
K933430,0.17
K855778,0.28
K508320,0.27
K946689,0.33
K891889,0.26
K559293,0.49
K707984,0.11
K566345,0.25
K710404,0.35
K636743,0.16
K843965,0.11
K757164,0.29
K967604,0.17
K550108,0.2
K938748,0.22
K970546,0.3
K776925,0.23
K930956,0.39
K964920,0.25
K558923,0.13
K916740,0.39
K945462,0.2
K800136,0.16
K841803,0.74
K754248,0.07
K667164,0.18
K949543,0.19
K580182,0.1
K621291,0.2
K698429,0.27
K999466,0.46
K902573,0.34
K937468,0.21
K517925,0.19
K912905,0.21
K683234,0.23
K755983,0.58
K508962,0.21
K754793,0.21
K743107,0.25
K679355,0.2
K925544,0.18
K821009,0.24
K541933,0.21
K533037,0.17
K747778,0.17
K698255,0.24
K810857,0.2
K618408,0.19
K849881,0.19
K939066,0.05
K985449,0.09
K509878,0.23
K825337,0.32
K564508,0.22
K644595,0.21
K681783,0.28
K956451,0.25
K649426,0.38
K912742,0.23
K741894,0.18
K744492,0.1
K880758,0.17
K835312,0.1
K949559,0.6
K768210,0.06
K729866,0.18
K973245,0.25
K636236,0.09
K731537,0.15
K698336,0.27
K939844,0.1
K653534,0.25
K553977,0.14
K740478,0.25
K504210,0.31
K998640,0.17
K794793,0.14
K829910,0.2
K784676,0.18
K781600,0.11
K899062,0.16
K753481,0.06
K573940,0.22
K687361,0.16
K993349,0.29
K744231,0.1
K701220,0.44
K608119,0.52
K768515,0.17
K802946,0.35
K652432,0.65
K607642,0.09
K831958,0.32
K537609,0.09
K993232,0.2
K565121,0.1
K854009,0.14
K879662,0.33
K661843,0.15
K512113,0.23
K962474,0.13
K946425,0.22
K866739,0.57
K547474,0.19
K697423,0.15
K703943,0.18
K776204,0.19
K993593,0.36
K734490,0.57
K628175,0.255
K956736,0.23
K663624,0.21
K625803,0.21
K902882,0.13
K807776,0.22
K998564,0.19
K523288,0.45
K695293,0.14
K965405,0.17
K511185,0.28
K867046,0.16
K987738,0.36
K552469,0.57
K722289,0.08
K798076,0.26
K999350,0.47
K589613,0.36
K568025,0.17
K858693,0.25
K641186,0.13
K905719,0.56
K782006,0.11
K538396,0.24
K701645,0.12
K522942,0.21
K532978,0.46
K621014,0.34
K810164,0.61
K991792,0.08
K782400,0.18
K569974,0.09
K945703,0.1
K619324,0.13
K872867,0.25
K521431,0.17
K746916,0.22
K912258,0.12
K941103,0.15
K512043,0.32
K842745,0.39
K992345,0.2
K851600,0.07
K738724,0.19
K757623,0.25
K686654,0.31
K583941,0.23
K631378,0.37
K821096,0.24
K669212,0.27
K653898,0.32
K949614,0.14
K953807,0.44
K502149,0.31
K633260,0.16
K876682,0.36
K551676,0.19
K770221,0.11
K998827,0.17
K737775,0.28
K628613,0.14
K542700,0.17
K683439,0.59
K538111,0.13
K951121,0.16
K646382,0.24
K663869,0.46
K804090,0.08
K612835,0.12
K581182,0.64
K523299,0.39
K976368,0.2
K841384,0.17
K918993,0.16
K518663,0.25
K789458,0.18
K998556,0.15
K514383,0.19
K758196,0.15
K519516,0.18
K778652,0.15
K504782,0.22
K802537,0.35
K630360,0.15
K868846,0.13
K632374,0.19
K787423,0.24
K824315,0.2
K605679,0.52
K660565,0.22
K982027,0.09
K975484,0.33
K909538,0.07
K745190,0.1
K662800,0.12
K977735,0.1
K704347,0.23
K902780,0.28
K700796,0.24
K972508,0.19
K978237,0.48
K632732,0.13
K916560,0.23
K659024,0.26
K701183,0.18
K640174,0.55
K866680,0.3
K617759,0.08
K954006,0.16
K534233,0.18
K536249,0.22
K853129,0.13
K624262,0.2
K778917,0.62
K726704,0.2
K842118,0.51
K578055,0.19
K816432,0.25
K762552,0.54
K511127,0.23
K652878,0.07
K644924,0.39
K923672,0.09
K971829,0.19
K763914,0.22
K609112,0.14
K684136,0.21
K766435,0.1
K724210,0.57
K718303,0.1
K825622,0.29
K917256,0.22
K837104,0.19
K962419,0.34
K522941,0.19
K699367,0.22
K956981,0.25
K673312,0.2
K955894,0.15
K600188,0.19
K727458,0.18
K967704,0.45
K819010,0.09
K879432,0.29
K704947,0.11
K820381,0.55
K892906,0.22
K853073,0.11
K793117,0.05
K805409,0.26
K808208,0.15
K514041,0.23
K976314,0.32
K561251,0.11
K695220,0.25
K944314,0.23
K523610,0.22
K916078,0.2
K729059,0.25
K919660,0.35
K695150,0.23
K998040,0.23
K548316,0.19
K837343,0.13
K507705,0.11
K597323,0.17
K879848,0.22
K523579,0.28
K605517,0.05
K797517,0.55
K801941,0.14
K664341,0.09
K664282,0.18
K706910,0.42
K778677,0.18
K686257,0.51
K589106,0.24
K947496,0.16
K591508,0.1
K773574,0.25
K668840,0.57
K950106,0.34
K939947,0.38
K696693,0.24
K899684,0.17
K966150,0.22
K594179,0.49
K508910,0.28
K602542,0.14
K613788,0.21
K832620,0.12
K652022,0.18
K807631,0.18
K638746,0.24
K777238,0.31
K636400,0.2
K912928,0.3
K525493,0.22
K700461,0.21
K665659,0.1
K708996,0.1
K856566,0.01
K645293,0.2
K835301,0.22
K692172,0.17
K938620,0.14
K617876,0.13
K712538,0.27
K893344,0.23
K905995,0.17
K837652,0.66
K529469,0.16
K585536,0.53
K740397,0.19
K563937,0.18
K597062,0.18
K560226,0.16
K735548,0.36
K754550,0.11
K644082,0.56
K948327,0.07
K533296,0.23
K746903,0.05
K988358,0.24
K874599,0.14
K800110,0.3
K758942,0.3
K655937,0.22
K782197,0.22
K735736,0.25
K853875,0.1
K534136,0.13
K609444,0.29
K973846,0.22
K601861,0.09
K532310,0.34
K908811,0.18
K854729,0.22
K795982,0.23
K683969,0.2
K658154,0.21
K587937,0.4
K893335,0.11
K853281,0.22
K855263,0.12
K990679,0.25
K695669,0.17
K724563,0.25
K588837,0.16
K517192,0.46
K525889,0.19
K992563,0.12
K779583,0.11
K580613,0.56
K731536,0.17
K937124,0.16
K620039,0.09
K863901,0.24
K546804,0.27
K526221,0.2
K712610,0.31
K823507,0.15
K889900,0.15
K812420,0.38
K869446,0.17
K842426,0.28
K655485,0.43
K991794,0.28
K892656,0.16
K691409,0.25
K948834,0.53
K861849,0.32
K661082,0.22
K580155,0.31
K917748,0.17
K525799,0.23
K917118,0.24
K662156,0.59
K549600,0.23
K678535,0.08
K515097,0.47
K608363,0.26
K562617,0.42
K650960,0.27
K824350,0.19
K981181,0.19
K551133,0.42
K778978,0.6
K828088,0.2
K615290,0.35
K699037,0.16
K978912,0.2
K763608,0.31
K979632,0.2
K744908,0.26
K630945,0.12
K993904,0.15
K700278,0.4
K794268,0.26
K604197,0.22
K568890,0.18
K831463,0.15
K721135,0.16
K664050,0.11
K527942,0.1
K514756,0.12
K805345,0.22
K633399,0.22
K899559,0.18
K576207,0.18
K741420,0.21
K796714,0.24
K774254,0.21
K992706,0.24
K989471,0.5
K929261,0.18
K558778,0.19
K742691,0.2
K808125,0.14
K679735,0.27
K883488,0.31
K618980,0.14
K647051,0.22
K798561,0.25
K721315,0.19
K764707,0.48
K591576,0.44
K524839,0.2
K500247,0.18
K702960,0.12
K544964,0.17
K637485,0.45
K547559,0.56
K805738,0.14
K820138,0.13
K657483,0.17
K594219,0.26
K844650,0.67
K699705,0.15
K903784,0.2
K568550,0.17
K863095,0.17
K889473,0.12
K525953,0.24
K680677,0.12
K508644,0.21
K988457,0.19
K613136,0.19
K840098,0.22
K624772,0.06
K757537,0.25
K902681,0.25
K929694,0.55
K972168,0.3
K876738,0.13
K785889,0.19
K735635,0.14
K873098,0.25
K591059,0.1
K726822,0.18
K998470,0.1
K762779,0.6
K671736,0.17
K632600,0.55
K717728,0.17
K766888,0.23
K689673,0.32
K596680,0.23
K614165,0.17
K585714,0.13
K634262,0.08
K911521,0.57
K518929,0.18
K718817,0.56
K775238,0.18
K740208,0.29
K849060,0.26
K926649,0.1
K888331,0.31
K702855,0.21
K943552,0.1
K579027,0.13
K995920,0.18
K650723,0.23
K821092,0.08
K534601,0.2
K629481,0.38
K659299,0.19
K810907,0.26
K684505,0.27
K919248,0.16
K987777,0.31
K994886,0.32
K554074,0.22
K548223,0.26
K673861,0.19
K851759,0.18
K634852,0.2
K701524,0.29
K742061,0.24
K850161,0.17
K875225,0.22
K533607,0.13
K774278,0.18
K798988,0.12
K612478,0.18
K740612,0.17
K644661,0.24
K641486,0.64
K741977,0.3
K939461,0.19
K746812,0.24
K636354,0.16
K832239,0.24
K775820,0.55
K951210,0.07
K831902,0.16
K997934,0.25
K840819,0.56
K920124,0.3
K632410,0.36
K797632,0.14
K577007,0.28
K921205,0.21
K564779,0.33
K839234,0.23
K785453,0.24
K516647,0.52
K680036,0.11
K829126,0.22
K820075,0.43
K803314,0.11
K811791,0.37
K837754,0.2
K740914,0.1
K574453,0.36
K681272,0.22
K833225,0.26
K971655,0.53
K515709,0.18
K659847,0.21
K625336,0.1
K594970,0.19
K916315,0.44
K594557,0.16
K973882,0.25
K592002,0.37
K752499,0.11
K958647,0.34
K628218,0.4
K873498,0.5
K661138,0.22
K685375,0.21
K629207,0.24
K586523,0.61
K524882,0.41
K800276,0.08
K950331,0.12
K584761,0.29
K659896,0.52
K565316,0.23
K741724,0.23
K690887,0.51
K938813,0.16
K755369,0.11
K968689,0.11
K850756,0.53
K695682,0.19
K843794,0.1
K677078,0.32
K692670,0.15
K642533,0.33
K779115,0.5
K545728,0.13
K538637,0.2
K633551,0.19
K810249,0.14
K695563,0.13
K709162,0.18
K732622,0.11
K502495,0.48
K877405,0.29
K570807,0.58
K644840,0.16
K541984,0.18
K627537,0.17
K660012,0.2
K631841,0.12
K958194,0.2
K701637,0.21
K623674,0.12
K859222,0.19
K891895,0.2
K791214,0.22
K854700,0.14
K667624,0.18
K856157,0.27
K500790,0.13
K534506,0.13
K844039,0.08
K894380,0.45
K705518,0.24
K564784,0.35
K513946,0.54
K804459,0.19
K667218,0.37
K645652,0.17
K588080,0.17
K799300,0.28
K941506,0.24
K766673,0.24
K796571,0.12
K735172,0.28
K848826,0.2
K863494,0.19
K715573,0.23
K681717,0.14
K684789,0.24
K856470,0.11
K958300,0.32
K632996,0.21
K831538,0.29
K955080,0.6
K597512,0.42
K888527,0.15
K900153,0.57
K727388,0.15
K604056,0.25
K800570,0.16
K524847,0.15
K819196,0.48
K573444,0.23
K779687,0.12
K899685,0.26
K540562,0.11
K638302,0.32
K854218,0.22
K844939,0.1
K775219,0.22
K995580,0.15
K656616,0.14
K515067,0.2
K976977,0.62
K917521,0.17
K596388,0.53
K653791,0.2
K949608,0.16
K783330,0.31
K739907,0.22
K944586,0.29
K949898,0.4
K596554,0.17
K792637,0.58
K574999,0.17
K676674,0.28
K530610,0.22
K531004,0.08
K816842,0.26
K664617,0.5
K666447,0.23
K540838,0.12
K583211,0.2
K528646,0.2
K628409,0.13
K838095,0.17
K726506,0.14
K882026,0.11
K554134,0.17
K685540,0.17
K862467,0.19
K591663,0.14
K679436,0.25
K876161,0.27
K628081,0.34
K630988,0.15
K541117,0.17
K621700,0.37
K643917,0.24
K980530,0.27
K642830,0.24
K974228,0.18
K572593,0.5
K796802,0.15
K923986,0.1
K885168,0.42
K608768,0.43
K639398,0.14
K570580,0.54
K924376,0.15
K749867,0.61
K823366,0.24
K871120,0.13
K840273,0.38
K749728,0.25
K608723,0.19
K553721,0.23
K518774,0.2
K801738,0.63
K837369,0.45
K747598,0.08
K847550,0.53
K532157,0.35
K840633,0.19
K639822,0.17
K643169,0.12
K888866,0.19
K596439,0.1
K954656,0.27
K720469,0.56
K810516,0.27
K688801,0.18
K731117,0.47
K708258,0.16
K504535,0.58
K554673,0.27
K928773,0.07
K807342,0.17
K989180,0.1
K523923,0.15
K643238,0.13
K550375,0.26
K915523,0.23
K949854,0.18
K975769,0.53
K599643,0.2
K637977,0.26
K837230,0.17
K606433,0.18
K927419,0.23
K808449,0.12
K764149,0.67
K823481,0.58
K562973,0.36
K590087,0.21
K888162,0.1
K987214,0.06
K956537,0.26
K978520,0.17
K840320,0.44
K680734,0.16
K582528,0.37
K975153,0.17
K802558,0.45
K900616,0.24
K779392,0.18
K947277,0.21
K888520,0.17
K687794,0.17
K813825,0.15
K548779,0.36
K613611,0.24
K554225,0.13
K872291,0.2
K762123,0.24
K588314,0.11
K826807,0.1
K982731,0.18
K623037,0.28
K883413,0.2
