id,average cost min
K686713,6.02775969314975e-07
K955872,2.0728400838100016e-08
K984811,6.79879328794155e-08
K676484,7.93800312409797e-09
K876097,3.696139295202117e-08
K738209,1.823110018915013e-07
K995912,5.00543792756714e-05
K648054,1.1454380835866917e-10
K970986,6.23098222658544e-07
K688465,2.1817942654198294e-09
K618821,4.378099263734438e-06
K517990,8.822241208225329e-07
K650218,4.719992591079522e-09
K573337,3.0166140740048112e-06
K939159,5.0965150030933685e-08
K662189,2.6007605918967652e-05
K608686,5.929095353903784e-06
K524468,0.016629224768012093
K644051,4.5020934612950745e-05
K856737,1.546980009773038e-05
K546575,2.9953986872721455e-06
K984464,3.2007996834992634e-07
K776034,7.83224360265168e-06
K663765,8.529181655545768e-05
K848337,2.771960775737373e-06
K921077,0.01853841002816257
K972618,5.3440951535208716e-08
K594517,2.615179705822101e-06
K808518,0.0006305826998253974
K544136,0.0005595437022446998
K687788,6.85563558019666e-10
K871344,1.831706946620472e-06
K669598,0.00029620070286222295
K755360,2.969673289815476e-07
K949342,1.2932688620328817e-05
K976992,7.185295328339674e-08
K637949,1.8609086064583052e-08
K518995,1.4267988078971692e-07
K726877,2.0636033191108524e-06
K960270,0.0004943782880191014
K640917,3.0028229829585206e-08
K513072,2.122093692860768e-07
K502427,0.0017785126883504742
K598923,8.258958545399362e-08
K935230,0.3742948193093533
K844627,4.573437108464988e-07
K722310,7.795028473720701e-11
K621204,0.013318286138797522
K519636,1.7380950199451136e-06
K512650,2.976422067569447e-06
K528735,7.650406478788371e-05
K936595,2.0313565154904832e-08
K760157,8.56296346514922e-07
K913520,1.2000390405110837e-07
K973737,4.057044330002743e-07
K601120,1.951103000835071e-07
K585097,4.9658240425955455e-05
K804102,3.720585336694066e-08
K991376,3.0752671817090714e-05
K656320,1.0457374957704618e-05
K626435,2.060782622736909e-06
K662122,1.2993674803049025e-09
K647819,0.02860065214375171
K952181,3.0169541442342547e-07
K768115,1.771323959580589e-05
K617950,2.0928471284624202e-06
K967465,3.5119921108267144e-07
K511776,5.702153540534618e-07
K992718,0.00015264869066437356
K982915,1.806889858279703e-10
K796444,3.5324279516156155e-08
K523610,5.596912718502863e-05
K901596,8.862732497232575e-07
K972682,1.6490100351656017e-07
K777234,2.5094168741037736e-08
K813890,0.03265681071373386
K870464,0.0021373838827696504
K610806,1.0436260320954106e-07
K819293,0.022360265271352597
K543895,3.20480105850767e-05
K898745,1.5301434887772584e-07
K864139,6.479630246065847e-07
K599416,0.015599770407170139
K994750,5.962420216543936e-07
K930746,4.327828576233067e-08
K710171,2.517717294721773e-07
K845754,7.97964913663159e-09
K967305,1.481983007387182e-08
K643845,1.8377484776327374e-07
K932627,3.9180407959702204e-08
K979445,0.03055964246191774
K728236,5.583011236392179e-08
K808239,1.4945114289491203e-07
K501879,0.024841130212483003
K926895,1.6216976074395864e-05
K542969,2.7515865554028994e-10
K564321,6.588311408950303e-07
K901910,2.810917000238497e-08
K908190,2.9724136939263903e-06
K746181,7.059785412431915e-06
K567858,2.8116671961847384e-07
K656264,0.037000755783340604
K757252,5.520842269713884e-08
K705885,7.427573717533392e-08
K876878,2.76278807872185e-07
K591956,3.380485538698733e-05
K623325,2.247560477004678e-05
K651257,8.400293360511592e-06
K725017,9.263797929483077e-10
K759401,3.0208573106123425e-10
K605579,7.61602098758047e-07
K645478,3.2577356557690323e-07
K695855,6.005198980791918e-07
K739017,5.025766271213931e-07
K531266,4.2797867215097146e-08
K734826,1.661070674309841e-08
K818398,5.561663646552987e-07
K539458,3.0509788572817244e-06
K883015,2.9448920178181248e-05
K600387,8.317155145434817e-10
K931922,1.0037374780549324e-07
K860268,0.024030940084955894
K591685,1.9254472123144506e-05
K958581,1.6008772495551052e-09
K858260,1.9885156863936486e-09
K718111,3.2182937531479363e-07
K943104,3.203381198871521e-07
K704648,3.845273555199683e-09
K523722,0.00014549807275106416
K563485,2.234073665353751e-06
K843194,1.401275980093178e-06
K618673,4.949683721610548e-08
K936399,2.048681227264357e-06
K645649,1.1699062939576804e-07
K943424,4.61576227031761e-09
K955596,1.7832499448903153e-06
K585307,1.637637790902632e-06
K869468,0.0002896796377305237
K982970,3.7091830527496976e-05
K586845,7.958171582428251e-05
K567108,3.3506351080003586e-07
K624848,9.056952420318164e-07
K728058,1.3700803862050493e-10
K679871,6.379495553423563e-07
K606890,0.024699435882058255
K971949,2.1776444103130283e-06
K930969,6.589455107317362e-08
K610802,0.00011907821958288752
K549353,3.163561178563099e-05
K546650,0.06034536680932428
K715365,4.150044548335159e-07
K994503,0.014800739377361458
K676785,2.51473992469313e-06
K836427,5.355366202200945e-07
K621061,1.0926344170877943e-06
K601568,1.4002609170100987e-06
K508949,6.022852052876053e-07
K990819,3.069886347507834e-05
K688605,1.871963502914557e-05
K778312,0.014558988964416094
K522355,2.806429407108898e-08
K691093,1.5669410820982195e-05
K897580,0.000234923178761248
K623621,2.7221591034955727e-06
K559649,6.936251660809398e-08
K920771,3.607407253348648e-07
K572234,1.2822662430825417e-06
K885891,1.4470908883471396e-08
K505001,0.02898963040078202
K822326,1.5298542476397585e-05
K938343,2.6511443132490703e-09
K775249,0.025821650583069157
K996316,1.2059102807371558e-07
K714781,2.9950277608673967e-05
K557159,1.4233320202143165e-09
K509204,0.007841483340712462
K503350,1.58276280035307e-06
K767242,0.022564149856965168
K652827,0.023012704883300334
K691483,0.00011622455507226348
K935259,2.698400840025257e-09
K852248,2.0703164429561253e-06
K647041,0.00046916279091692854
K967634,0.0016557282021494367
K652033,6.035328299352551e-05
K519147,7.952117654636748e-07
K668690,3.812000401279034e-07
K787255,6.065316406108855e-06
K595493,1.3813701049650672e-06
K817499,0.019118149818174536
K813066,1.1631895352546576e-05
K553647,3.3665758429081125e-09
K569342,1.1072772248100242e-09
K622477,3.1671800650848437e-07
K643255,2.25440555745491e-06
K757598,1.2006060039681843e-06
K854725,2.6609165835206656e-06
K989364,1.556980242219601e-06
K762052,0.00010817284777805434
K997967,1.0428440681090293e-05
K767521,4.088561133240875e-05
K556948,4.454252952774083e-08
K568814,1.2873440722603328e-05
K811353,0.06185759287477078
K648248,3.173781390267809e-06
K855187,1.0335525076560587e-06
K784749,6.903832859537021e-09
K798139,7.970173778303497e-07
K793954,1.752491338518197e-05
K779267,9.762100284704972e-07
K502411,0.0006074379920188608
K800259,4.7160149485681934e-08
K630264,0.009784032229607298
K827994,3.9967959815087224e-05
K839449,5.277945242927599e-10
K834586,5.0865594126917726e-08
K939793,2.87394087716287e-07
K871238,8.476241678425922e-07
K759608,0.030513167082875287
K868913,5.254810544074661e-07
K553379,1.8728952912824578e-07
K521464,0.00036686945158615706
K852146,1.6201377513522353e-07
K770979,7.213459551305185e-07
K604238,0.012922734315267003
K923984,3.313227555562999e-08
K846214,2.0607604758555926e-09
K721909,6.961363149646526e-08
K629007,0.04188421385427843
K787575,0.00017887685792197404
K871630,1.8356990627660226e-07
K775750,0.035897303058991824
K540860,3.3449162317287846e-07
K722922,6.7366610785218126e-09
K641285,3.392398558776262e-08
K962930,9.67880925918382e-08
K938744,5.586381781880158e-06
K951154,1.7855834051782705e-06
K887865,1.1634078562474813e-06
K768039,1.3838804753876364e-06
K596883,1.929718287145859e-06
K596179,3.518119713253177e-07
K832650,2.67831724432573e-05
K524802,2.59440875027836e-06
K968321,5.356156886377454e-06
K861951,5.478666358981513e-09
K758568,1.9443342223410136e-05
K950802,6.010778040547617e-09
K849268,1.815974906216178e-09
K533898,1.187813505306876e-06
K963371,0.023594804194333966
K793538,1.3051568320866446e-06
K722593,3.2751779299877157e-06
K518280,0.03358021438534112
K540617,0.008724107372792233
K751757,2.8094478160793896e-09
K543278,2.5056491335018395e-06
K815718,4.097215574423753e-06
K562792,0.22981956432255424
K687240,1.1807386971958047e-05
K710144,2.6296147811871846e-05
K983300,2.9143213326343844e-09
K830974,6.049170020209978e-08
K980200,0.0004401741934712301
K649119,0.00012193846999780302
K863933,0.0006865539003408938
K790731,9.536808190062407e-08
K794658,6.046239318583831e-06
K662151,0.0003049249378247794
K613717,6.047345219574486e-07
K714262,1.3394425102284124e-09
K588653,0.008068828077869098
K690971,1.2154862243470412e-07
K572787,0.0001324814963889715
K598829,8.536320498619331e-08
K713837,2.345081132431288e-06
K527095,2.2045029522701278e-08
K821099,1.544083695591005e-05
K555415,1.3377225180959598e-06
K881809,2.3541654363163068e-05
K595326,0.03313823071395063
K770205,8.834605366668342e-06
K567039,1.7598130455007746e-10
K914520,8.0156688054962e-07
K560743,9.063414176690873e-13
K788676,0.023413189618125933
K646695,3.431731066157606e-08
K723421,0.00793048911480662
K581149,1.964048986123895e-08
K687525,0.03237060913085928
K513591,7.236256528232269e-07
K610454,1.2429044147598636e-05
K918063,6.0660282871526873e-05
K521029,5.162048673706931e-05
K579294,2.9179794985899777e-06
K572606,5.178369493325542e-07
K510023,7.353795145034909e-05
K917159,5.636514976870056e-06
K949032,2.1160853284078803e-06
K857436,1.5535609283128957e-05
K981942,0.00012703071156336938
K748643,6.240990213352252e-08
K944091,4.1369074171633327e-10
K765339,1.792435112601709e-05
K764171,7.524411869774555e-05
K685617,5.903435275263742e-07
K561257,0.0002708334985625384
K528195,1.3538087235453531e-06
K939228,0.01388801717613432
K598565,0.017814449196957207
K660156,9.142972886348146e-09
K552858,0.011269944773867585
K619642,9.486538454216674e-05
K540001,6.099694921666826e-07
K923026,0.0008006008798136048
K973150,0.01675299016094698
K584919,4.5664323568237015e-06
K576994,3.2788465033946272e-06
K656308,4.400084021148239e-06
K745835,5.004755338972593e-06
K584342,3.803180231659842e-05
K743821,3.3352998334424305e-06
K592757,1.3475952458694014e-05
K834275,2.9662498862208006e-07
K562148,3.738523158252352e-06
K755386,4.9184655988379406e-08
K592628,9.827585419858739e-08
K753381,0.04169703167126961
K580586,0.070550327023989
K519062,0.08134180589410664
K835505,1.4808418258938536e-06
K529647,0.00017502248938222283
K513570,5.696963675698745e-10
K805433,2.3121050151520667e-05
K922447,0.07118998973276038
K780998,1.0180851722442419e-05
K571083,7.350677997475867e-06
K692221,7.340834868293255e-07
K600473,0.024050060615076297
K648642,1.5548346642328902e-09
K577507,4.153263082419471e-08
K909148,6.366095703557714e-05
K908247,6.829841646565055e-07
K560302,3.084951863576484e-08
K638294,1.403211039487631e-07
K525408,1.1765216245704943e-08
K569333,6.678256908209846e-07
K591688,2.8391990551239885e-09
K788691,3.587265384271826e-06
K663118,3.199118166709296e-06
K925362,0.0038987546505611383
K513720,8.44685379877788e-08
K943792,3.6968371360696807e-07
K669907,5.156936070972393e-06
K785528,0.035376399893334076
K915968,1.1223969393543824e-09
K774462,4.1257724900669095e-05
K920721,0.04120773580025757
K958916,2.8954227041802136e-07
K876814,0.019821945614583312
K680315,0.012778960250629705
K818523,0.0009072734681140104
K684169,2.4325894363383384e-09
K752178,2.7487045018066382e-05
K820484,0.0003016637416298825
K742310,7.233036649657411e-08
K800682,2.8656115961348354e-05
K599711,1.311314220140191e-07
K525832,3.370583484801548e-05
K739477,9.268672501583832e-07
K904715,0.00039653908257342786
K644796,1.162818433711591e-05
K932107,0.13906880820158693
K911392,3.676934812832698e-07
K851544,1.0521110638316591e-06
K799660,0.019323581075607898
K954796,0.0029069379188476404
K844624,4.827021608924406e-06
K633358,6.199030635249019e-06
K992171,9.639718074928422e-08
K938994,5.4302729307329835e-06
K949451,1.7758177241978576e-05
K642423,0.013301864105634033
K853557,6.165921052569699e-06
K534393,7.796772862937051e-08
K756116,0.034461837403962366
K817893,1.8070224476588155e-06
K848552,0.03997050920611976
K885199,7.296613922689098e-05
K911798,7.874006143675173e-08
K703280,2.2809857049673894e-08
K678385,1.146771841924547e-06
K814131,3.8383093336915666e-08
K568744,5.709126485502719e-08
K971212,0.012851652569381602
K553223,0.03545086764525622
K704065,1.4772689437641988e-06
K873557,9.078272578992066e-07
K712991,9.33020486717532e-07
K675657,2.0851703639541256e-06
K940687,3.3507472448097364e-05
K554120,2.029470420999696e-07
K633716,5.887362797529789e-06
K518979,1.7049074346156875e-05
K796883,1.697566844849826e-06
K920879,1.7828136637104764e-09
K769123,2.8750723324914452e-08
K581882,7.58718156326705e-10
K615912,0.0015731288082201649
K712964,6.45639984217965e-06
K780646,1.8885130753832186e-10
K880249,1.0540456087177652e-07
K973946,1.127633214190103e-09
K903743,3.721821730887749e-07
K944460,8.76523487446261e-06
K680671,1.2479828791976513e-08
K785735,8.084687540647086e-07
K791216,1.520485714585682e-08
K659950,0.024043870980932868
K901874,0.017627341233549303
K961455,1.7278371110048444e-09
K798670,2.1444323457251687e-06
K656186,0.00021233583403378018
K964330,0.098593743868059
K634986,4.0025210063291735e-06
K960273,6.979258569117793e-07
K530780,1.0534431840200988e-05
K755942,3.369439422171375e-06
K769465,3.026266943259251e-05
K871681,1.1131357634483684e-07
K871808,0.000619972315610308
K995362,7.41164140477529e-07
K876565,2.1544413566451157e-06
K769922,0.027503220769787118
K769396,9.818754260082313e-09
K500831,1.0498523616038144e-06
K867875,1.8738617582974202e-07
K563637,1.6541156852866097e-06
K689011,5.1689289239880243e-08
K798567,0.023850540976415535
K535695,9.48510291001436e-09
K718694,0.02423984226638188
K740367,0.00010369509621630428
K902234,1.673992437698853e-06
K973579,0.024467090676324434
K787278,1.3281575623671427e-08
K773256,7.063051685218844e-07
K640679,9.506458731710868e-06
K943836,5.986916293833382e-07
K836910,2.5645189809373906e-06
K643508,0.029293328500765593
K901081,1.2717699837661954e-06
K569887,2.0537514703242718e-07
K890255,6.552978622662139e-08
K745495,8.400161606658537e-06
K690486,1.244582164264491e-06
K827671,9.552049247095174e-08
K760967,1.1381320956887433e-06
K814474,1.928209891343583e-05
K920627,1.1763432418606945e-10
K733821,2.7529369795457436e-05
K667368,1.1642248677391408e-07
K761140,7.214142999491059e-06
K824914,2.6337572506660503e-07
K541771,0.013853784266548978
K854319,0.01702826031037395
K734151,9.224352043252065e-08
K647080,8.581141117595691e-09
K525641,1.9783230772176755e-05
K563143,1.267912601357918e-06
K598644,4.693789122985188e-07
K804583,7.584579920304744e-06
K886430,0.012984879889283285
K997155,2.3996301778663065e-05
K625788,0.020586790741701926
K592916,1.63154570349949e-05
K784198,1.0258706484354038e-07
K799686,1.5922710820144337e-05
K775675,1.3470544088071713e-06
K878453,0.0045975698896208545
K843976,8.529110151840314e-08
K816213,4.130318742636159e-06
K765007,1.996683531785821e-07
K634697,7.302288295896526e-06
K909940,3.444697085009096e-07
K685703,1.303990893036857e-06
K662365,5.008305276163758e-07
K523540,0.0036949502469806063
K648784,9.857945926160036e-08
K914990,2.8888355517924193e-06
K732644,1.0834499932382139e-06
K998294,0.022835157311771034
K941936,4.961448104447981e-10
K674869,9.779425832893979e-07
K952256,3.8316940139302176e-07
K624702,1.181691849548443e-05
K744174,4.365742739600531e-09
K873132,2.7233533660847233e-06
K864047,0.0361667671937991
K566651,4.813993708000906e-06
K737306,2.507929486524212e-06
K880959,4.085699355277548e-08
K735931,1.1584425558571558e-07
K928319,7.213880242738779e-08
K931360,1.4370686256533955e-07
K757163,3.050290890363369e-05
K893423,8.395436485479307e-06
K761153,1.5293159064213699e-06
K596068,1.219449164732836e-07
K600750,0.021903294109802324
K678135,1.6476132352732118e-08
K754669,6.425983028750387e-06
K989362,3.3882645850561536e-06
K869764,8.027673424341155e-08
K818930,0.03206437401917348
K962418,5.426889397878011e-06
K922814,4.930150866706214e-06
K508106,1.6893538060337852e-07
K504622,0.28747273340784446
K643277,0.031614703373868076
K607861,1.026684248531744e-06
K734993,7.658016536708624e-07
K712858,1.2039417832189856e-06
K932872,2.7562800856728095e-08
K897473,1.7228615901547855e-07
K823870,9.462647153147435e-06
K858762,5.823165579464731e-07
K672507,7.938389922483473e-06
K522864,6.804177447232526e-08
K992574,3.1252299303253895e-06
K661083,6.0443933554232586e-05
K776220,0.059263491416338285
K875363,4.605269573584932e-08
K563177,8.485721618622978e-05
K668161,7.524483186147391e-07
K532379,3.491249123067288e-10
K646382,1.9406344356650016e-07
K626895,5.061507747010998e-07
K811434,5.789723543286205e-07
K808246,3.983067740671005e-05
K537135,3.2432995688144156e-08
K502949,2.625641546776578e-07
K892620,0.015491994573896857
K851330,6.9327915925190795e-06
K952806,3.220882695680684e-08
K669263,0.00028084388498937076
K983307,3.0225254572953213e-07
K988928,5.501547478082025e-06
K973480,9.82490727316331e-05
K651368,8.490808025140892e-09
K840636,0.00014868118627904293
K583855,5.7092587042227746e-06
K726300,0.0008700063620307216
K724545,1.6658878607085012e-08
K503578,5.6735015241297006e-05
K540637,2.3330897937525725e-08
K564094,4.0763841303573305e-05
K667878,1.6243131995659576e-08
K775177,9.793867563655402e-09
K791557,6.579907545978036e-06
K730613,0.00013289578053569904
K539016,0.028764384468889063
K510460,0.025251116654008688
K783745,2.1571385970506113e-06
K736518,3.190131479831711e-08
K905924,0.019569360646558603
K929657,9.105684145985576e-06
K817130,2.9519358785592386e-07
K639015,1.1278156070515529e-07
K992047,9.067995192025618e-06
K718265,0.019759499504967696
K716445,8.770859592962766e-07
K808455,4.794481415085005e-08
K533414,2.5319702014817364e-05
K929522,1.7759270415574734e-06
K818783,6.80053434635103e-08
K852270,4.750718762366713e-05
K523241,1.0076912440084683e-07
K820740,5.984092605992069e-06
K655603,7.711354416570645e-07
K759657,1.4129009961828747e-06
K702169,1.7756861946290495e-08
K728838,4.597521371801576e-06
K911699,1.2254467129252728e-08
K792183,1.6563107100487311e-07
K566585,0.02842263027244676
K869881,6.802802304600692e-06
K951518,2.9144243719340406e-06
K851266,6.439554624222042e-07
K756895,9.333812111935417e-07
K992955,3.215614474168585e-06
K806907,8.019658913465642e-06
K901740,1.2972900429527492e-07
K619062,6.204135685482582e-05
K667415,3.64262869880192e-10
K652671,3.413647881455158e-08
K599211,3.715561459094636e-05
K744701,6.138405691563677e-08
K781267,1.3291623400936102e-06
K513346,1.1246846157075906e-06
K786188,3.937735308211995e-07
K799596,0.024118723012361502
K861912,3.242524004436514e-06
K645946,8.745392855213934e-08
K900163,9.129622807125793e-06
K551473,1.6786750513947999e-06
K816700,2.122385220998602e-05
K617021,1.3847905012539911e-05
K546693,6.369153115427529e-07
K514237,9.481145543255673e-06
K817299,1.740344733240652e-07
K964837,1.7069373590586842e-08
K964792,5.6339955047255534e-08
K952979,2.741891243950864e-07
K910241,0.24637149545685405
K750363,1.8492809008799874e-06
K598640,5.978329548539503e-07
K932150,5.226969068899246e-07
K770170,6.550381440734094e-07
K828892,1.4203849071314706e-08
K937890,0.00019253402386919623
K911450,1.3625856847872879e-08
K964409,4.520928944310897e-06
K757959,4.2833028367182116e-07
K533799,4.937857861415905e-07
K703647,0.022091918004376328
K937588,0.00035756429510286884
K855049,1.042025355587992e-08
K803111,2.076034100995728e-09
K648682,0.011997523780343572
K674012,0.006731672984857508
K775112,2.7845551362274947e-07
K694917,1.7419017919516928e-06
K697339,1.0638066748423755e-07
K820134,0.021260411614290153
K980762,0.011773888419757291
K771421,0.00013364408499060574
K509365,7.144654288737186e-07
K956244,2.914960255744147e-06
K536022,7.107778571399747e-06
K925535,4.2787855013567346e-08
K662328,2.193878534123973e-08
K911236,2.1968186358463482e-07
K515040,2.9738033780377427e-07
K528757,5.37275647432872e-09
K695548,8.74703153684313e-06
K860565,0.0031509130212865615
K536210,2.647457763855619e-06
K735057,1.1718891931174843e-08
K655599,0.020818306828305197
K942197,4.978315533555345e-07
K742103,4.551725487719017e-07
K768979,1.824521350160365e-08
K661099,4.7998571541612354e-05
K869450,2.5058458432197204e-08
K876687,9.932298763980995e-06
K612342,5.3095313689676305e-05
K932902,2.6653470772476764e-05
K812965,1.6073694193713415e-05
K974223,2.6663716839095325e-07
K926722,1.1842573329001565e-09
K928632,1.2524402909449253e-06
K515665,9.50381306146327e-06
K953566,3.0802458233428825e-07
K731815,9.198383827752675e-07
K830649,9.24596062219934e-08
K927405,6.111561097117208e-07
K524421,1.496769916504652e-08
K530642,5.046271378809146e-07
K582150,9.232097294197978e-08
K868263,2.8462464235537807e-06
K728098,3.563048739430635e-05
K597988,9.047077722276062e-11
K643771,3.8867852947516676e-07
K743619,0.017357937410351177
K503690,1.7904928690069565e-05
K676706,1.6461282617819793e-05
K923282,5.348228375402763e-08
K989868,0.01946207117167338
K533080,1.3037974923085302e-06
K502266,8.65189221538324e-09
K618619,1.3623203982893676e-07
K954096,2.6635983752676116e-08
K646984,0.026911799591581957
K789352,8.675205184370777e-08
K759585,4.5134023739903e-05
K918978,3.2399010029805425e-09
K722790,4.9342269221250256e-11
K767227,0.021825563015651556
K850175,0.01827048430761511
K522505,2.460130218797121e-07
K904953,0.0005557086845255146
K716038,2.0130129323897088e-08
K724786,3.4980975875401125e-05
K815295,1.1883034235739247e-07
K769062,0.001726471785580683
K526535,0.021962235726600197
K962967,6.839993169676718e-08
K768869,1.0823655407545019e-07
K910413,9.472805123638266e-08
K745364,1.2181394985810119e-05
K977528,2.242921913122303e-08
K633824,0.00027178518963724555
K534441,4.0255778975283357e-07
K819818,5.3930041937040785e-06
K925703,1.394590149158361e-07
K980869,4.0579840332441306e-07
K719274,5.493664205714837e-08
K978219,1.3616827007146571e-05
K648770,1.9952974920776467e-07
K609989,9.563629532511152e-08
K874759,1.0342161036152515e-06
K916676,0.01839301874724441
K694226,3.2716322773566276e-08
K743551,2.430524432514147e-07
K573724,7.691284040205816e-05
K737396,0.01640935346468582
K778971,1.0415862556121015e-08
K906475,2.884728041231289e-05
K924417,2.071128682254916e-06
K846562,1.01484981645337e-06
K595506,3.39513882281871e-09
K531597,1.3495762537263683e-06
K542081,6.9021781593013055e-06
K705533,4.762577337854192e-09
K834020,0.029953905103506307
K745035,0.028760199210809974
K613224,9.320811311084614e-06
K948335,1.9695478538793936e-06
K561499,0.02013736112006332
K977416,2.9873068183533967e-07
K891626,5.4926493234319303e-08
K635366,1.0118768601959045e-06
K915767,5.995529852208756e-07
K664787,0.0022779245915301315
K788186,0.0225270081
K681193,5.963652640107407e-05
K864918,7.656317000030686e-09
K750554,0.0016446244933085385
K537626,7.294030734407123e-07
K721520,4.368212533392021e-06
K813526,3.029310353598815e-06
K995947,8.846061492102075e-06
K975022,1.0428130804854137e-09
K830692,0.01169534496570018
K787431,1.8670195255318468e-08
K969994,2.119433582979235e-08
K930412,3.3953479240174324e-05
K961199,0.018041874206928984
K839559,8.39971917402678e-09
K619077,3.410034280098929e-05
K685016,1.3784148205111368e-08
K854630,5.729980219830996e-06
K847855,1.0914375637815543e-05
K828409,3.774073977323824e-06
K626736,1.901957124104688e-06
K866742,0.03161775581772874
K697878,4.535821120216095e-07
K756645,0.00015468735725603514
K557121,2.347935170183473e-07
K911753,7.237919765053558e-05
K904584,1.1799481036808996e-07
K893656,0.00019887675258668778
K872604,4.650690879385361e-08
K684965,0.004744004163705959
K942847,5.864058936984985e-07
K512449,0.03247849188495998
K900514,9.747401970937908e-06
K532683,6.38070189625395e-05
K626543,4.1311832910518264e-08
K503939,2.5002867079944742e-05
K646917,7.840954921603344e-08
K982680,2.3568576803956524e-07
K566467,6.032473052345411e-05
K763292,0.00037701196572179015
K559087,1.5526694485875938e-08
K513761,0.0003853499549919697
K814285,0.028901318472433813
K980659,9.018364880305618e-06
K817755,2.562684051887344e-05
K634875,1.5160352341375174e-09
K926513,0.0014531290797591006
K628969,2.6228179328736477e-08
K693827,0.009482218929760448
K945380,6.47718934279892e-08
K737172,2.6122286597308423e-07
K650610,3.391086435622802e-08
K740736,6.54747258709014e-09
K908994,1.1029397398012712e-07
K597065,2.7689266002164258e-08
K562262,1.3118210458400128e-05
K814728,0.015274119907922745
K972806,2.476796119829075e-07
K933430,0.018942644004847378
K855778,1.4056015394929654e-05
K508320,4.569331666251021e-10
K946689,0.02472318210151102
K891889,5.226193614429467e-05
K559293,8.916724165812897e-07
K707984,0.0002969375352219769
K566345,1.3094854574740346e-06
K710404,1.4395248840609409e-05
K636743,1.5554002952851411e-09
K843965,0.017638651144837914
K757164,2.636489516195999e-06
K967604,8.896469584851663e-08
K550108,3.928713958838995e-08
K938748,2.534836916871533e-07
K970546,1.3151146194368899e-07
K776925,0.017603596065297933
K930956,2.2299632543884386e-09
K964920,1.875466578419324e-05
K558923,0.06829102925318158
K916740,0.024123418410702896
K945462,0.011902696286678775
K800136,0.03231392199966222
